life	人生	人生は道路のようなものだ。 一番の近道は、たいてい一番悪い道だ。	フランシス・ベーコン
life	人生	世の中は、君の理解する以上に栄光に満ちている。	G・K・チェスタートン
life	人生	生きるとは呼吸することではない。行動することだ。	ジャン＝ジャック・ルソー
life	人生	人生は学校である。 そこでは幸福より不幸の方が良い教師である。	フリーチェ
life	人生	人間、志を立てるのに遅すぎるということはない。	ボールドウィン
life	人生	生は永久の闘いである。 自然との闘い、社会との闘い、他との闘い、永久に解決のない闘いである。 闘え。闘いは生の花である。	大杉栄
life	人生	過去の成果で未来を生きることはできない。 人は一生何かを生み出し続けなければならない。	カール・ハベル
life	人生	人生は往復切符を発行していません。 ひとたび出立したら再び帰ってきません。	ローラン
life	人生	森の分かれ道では人の通らぬ道を選ぼう。すべてが変わる	フロスト
life	人生	人生において、万巻の書をよむより、 優れた人物に一人でも多く会うほうがどれだけ勉強になるか。	小泉信三
life	人生	「真相」は分からない。 それを無理に追うよりも、曖昧さの薄闇の中に、物事をおぼろなままで放置せよ。 そこにあるおぼろな形が人生なのだ。	伊藤聖
life	人生	人生の黄金時代は老いて行く将来にあり、 過ぎ去った若年無知の時代にあるにあらず。	林語堂
life	人生	思った通りの人生ではなかった。しかし、よかったとなら言える人生だったかもしれない。	アルセーヌ・メルセデス・ヒロコ
life	人生	平凡な人生こそ真の人生だ。 虚飾や特異から遠く離れたとことにのみ真実があるからだ。	フェーデラー
life	人生	人生のバッターボックスに立ったら、見送りの三振だけはするなよ。	小林繁
life	人生	人生はただ歩き回る影法師、哀れな役者だ。 出場の時だけ舞台の上で、見栄をきったりわめいたり、 そしてあとは消えてなくなる。	ウィリアム・シェイクスピア
life	人生	人生とは、 病人の一人一人が寝台を変えたいという欲望に取り憑かれている一個の病院である。	ボードレール
life	人生	もし人生が二回あればお母さんの言う通りに高校へ行くけど、 一回しかないんだから自分の自由にさせてください。	船木誠勝
life	人生	智に働けば角が立つ。情に棹せば流される。 意地を通せば窮屈だ。兎角にこの世は住みにくい。	夏目 漱石
life	人生	人間の死ぬのはいつも早すぎるか遅すぎるかよ。 でも一生はちゃんとけりがついてそこにあるのよ。 一本、線が引かれたからには総決算しなけりゃ。 あんたは、あんたの一生以外の何ものでもないのよ。	サルトル
life	人生	我々の一生の前半は親によって、後半は子供によって台無しにされる。	クラレンス・Ｓ・ダロウ
life	人生	迷ったらダメなんだな。 人生の答えなんて、考えたって分かるものじゃない。 ただ、そのときそのときを、 ぎりぎり一杯生きている奴だけにその答えは見えてくるんじゃないだろうか。	藤本義一
life	人生	我々は人生という大きな芝居の熱心な共演者だ。	カロッサ
life	人生	人生は一冊の書物に似ている。 馬鹿者たちはそれはパラパラとめくっているが、 賢い人間はそれを念入りに読む。 なぜなら、彼はただ一度しかそれを読むことが出来ないのを知っているから。	ジョン・パウル
life	人生	人間は負けたら終わりなのではない。辞めたら終わりなのだ。	リチャード・M・ニクソン
life	人生	乗りかけた船には、ためらわず乗ってしまえ。	ツルゲーネフ
life	人生	この道より、われを生かす道なし。この道を歩く。	武者小路 実篤
life	人生	状況？何が状況だ。俺が状況をつくるのだ。	ナポレオン・ボナパルト
life	人生	いつかできることは、すべて今日でもできる。	ミシェル・ド・モンテーニュ
life	人生	人生は、片手に幸福の黄金の冠を持ち、片手には苦痛の鉄の冠を持っている。 人生に愛されたものは、この二つの冠を同時に渡されるのだ。	ケー・エレン
life	人生	いい日は幾らでもある。手に入れるのが難しいのはいい人生だ。	アニー・ディラード
life	人生	人生にはただ三つの事件しかない。 生まれること、生きること、死ぬことである。 生まれるときは気がつかない。 死ぬときは苦しむ。 そして生きているときは忘れている。	ラ・ブリュイエール
life	人生	人生はどうせ一幕のお芝居なんだから。 あたしは、そのなかでできるだけいい役を演じたいの。	寺山修治
life	人生	人生を恐れてはいけない。 人生は生きるに値するものだと信じなさい。 その思いが、事実を作り出す手助けとなるであろう。	ウィリアム・ジェームズ
life	人生	あなたは弱さから逃げることはできない。 時には最後まで戦わなければならないし、死んでしまうこともある。 戦うなら、何故今でないのか、あなたは何処にいるのか？	ロバート・ルイス・スティーヴンソン
life	人生	運命が明日なにを決定するかを問うな。 瞬間こそ我々のものである。 さあ、瞬間を味わおうではないか！	リュッケルト
life	人生	生きるべきか死ぬべきか。それが疑問だ。	ウィリアム・シェイクスピア
life	人生	人生は決して、あらかじめ定められた、 すなわち、ちゃんとできあがった一冊の本ではない。 各人がそこへ一字一字書いていく白紙の本だ。 生きて行くそのことがすなわち人生なのだ。	大杉栄
life	人生	人生というのは矛盾から成り立っているものなんだ。 もしも、矛盾の中心にちゃんと止まるものなら、人生の意味が分かるはずだ。	サム・シェパード
life	人生	人間として一方弱いところがなかったら、人生は分からないでしょう。	長与善郎
life	人生	人生は外国語だ。 たいていの人間はそれを間違って発音する。	クリストファ・モレイ
life	人生	畏れることなく醜にも邪にもぶつかって見よう。 その底に何があるか。 もしその底に何もなかったら人生の可能性は否定されなければならない。	有島武郎
life	人生	自分の目標を達成している人、 あるいは今の自分に本当に満足している人には滅多に出会うものではない。 それなのに人生を左右するような問題の選択を大多数の意見に委ねるべきだろうか？	キングス・レイ・ウォード
life	人生	誤りを犯さなければ、人生は非常に面白いものである。	ジョルジュ・カルパンティエ
life	人生	馬で行くことも、車で行くことも、 二人で行くことも、三人で行くこともできる。 だが、最後の一歩は自分ひとりで歩かなければならない。	ヨハン・ヴォルフガング・フォン・ゲーテ
life	人生	人生で最も良いものというのは、決して配給されることはない。 友情、忠誠心、愛は、配給券を必要としないものである。	ジョージＴ．ヒューイット
life	人生	｢明日は、明日こそは｣と、 人はそれをなだめる。この「明日」が、彼を墓場に送り込むその日まで。	ツルゲーネフ
life	人生	私にとっては人生には美もなければロマンスもありません。 人生あるがままのものです。 そうして私は人生をあるがままに受け入れるつもりです。	バーナード・ショウ
life	人生	われわれの人生は織り糸で織られているが、良い糸も悪い糸も混じっている。	ウィリアム・シェイクスピア
life	人生	人生は何事もなさぬにはあまりにも長いが、 何事かをなすにはあまりにも短い。	中島敦
life	人生	人生とは、切符を買って軌道の上を走る車に乗る人には分からないものである。	ウィリアム・サマセット・モーム
life	人生	人生は全て次の二つから成り立っている。 したいけど、できない。できるけど、したくない。	ヨハン・ヴォルフガング・フォン・ゲーテ
life	人生	なんと速やかに我々はこの地上を過ぎて行くことだろう。 人生の最初の四分の一はその使い道もわからないうちに過ぎ去り、 最後の四分の一はまたその楽しさを味わえなくなってから過ぎて行く。 しかもその間の期間の四分の三は、 睡眠、労働、苦痛、束縛、あらゆる種類の苦しみによって費やされる。 人生は短い。	ジャン＝ジャック・ルソー
life	人生	ほがらかに死んでいくために、私は生きようと思う。	ゲレルト
life	人生	人生を喜びなさい。 なぜなら、人生は、愛し、働き、遊び、星を見つめるチャンスを与えてくれたのだから。	ヘンリー・ファン・ダイク
life	人生	人生は己を探す旅である。	藤本義一
life	人生	世の中には幸も不幸もない。ただ、考え方でどうにもなるのだ。	ウィリアム・シェイクスピア
life	人生	宴会と同じように、人生からも飲みすぎもせず、 喉が乾きもしないうちに立ち去ることが一番良い。	アリストテレス
life	人生	人はいつだって、いろいろなものにさよならを言わなければならない。	ピーター・ビーグル
life	人生	寒さにふるえた者ほど太陽を暖かく感じる。 人生の悩みをくぐった者ほど生命の尊さを知る。	ホイットマン
life	人生	一度だけの人生だ。だから今この時だけを考えろ。 過去は及ばず、未来は知れず。死んでからのことは宗教にまかせろ。	中村 天風
life	人生	「一体どれだけ努力すればよいか」という人があるが、 「君は人生を何だと思うか」と反問したい。努力して創造していく間こそ人生なのである。	御木徳近
life	人生	人間にとって大切なのは、 この世に何年生きているかということではない。 この世でどれだけの価値のあることをするかである。	O.ヘンリー
life	人生	薔薇はなぜという理由もなく咲いている。薔 薇はただ咲くべく咲いている。 薔薇は自分自身を気にしない。人が見ているかどうかも問題にしない。	シレジウス
life	人生	酒を飲め。こう悲しみの多い人生は眠るか酔うかしてすごしたほうがよかろう。	オマル・ハイヤーム
life	人生	まことに人生はままならなもので、 生きている人間は多かれ少なかれ喜劇的である。	三島由紀夫
life	人生	「僕はずっと山に登りたいと思っている。……でも明日にしよう」 おそらくあなたは永遠に登らないでしょう。	レオ・ブスカリア
life	人生	人生の真実は、美味で、恐ろしく、魅力的で、奇怪、甘くて、苦い。 そしてそれがすべてである。	A.フランス
life	人生	人は異郷に生まれてくる。 生きることは故郷を求めることだ。 考えることとは生きることだ。	ベルネ
life	人生	我々が誕生の日の受け取る人生は真の人生の前渡しに過ぎず、 真の人生は我々が一人で見つけねばならない。	P.ギュット
life	人生	千年後にも人間は 「ああ、人生はなんというつまらないものだろう！」 と嘆きつづけるにちがいない。 そしてまた同時に、今とまったく同じように死を恐れ、死ぬことをいやがるにちがいない。	チェーホフ
life	人生	人生には二つの悲劇がある。 一つは心の願いが達せられないこと。 もう一つはそれが達せられること。	バーナード・ショー
life	人生	一日は短い単位の一生、一生は長い単位の一日。 一日を一生の如く真剣に生き、一生を一日の如く気楽に生きたい。	岩淵 克郎
life	人生	人生を楽しむ秘訣は普通にこだわらないこと。 普通と言われる人生を送る人間なんて、一人としていやしない。 いたらお目にかかりたいものだ。	アインシュタイン
life	人生	他人のために暮らすのはもうたくさんだ。 せめてこのわずかな余生をみずからのために生きようではないか。	ミシェル・ド・モンテーニュ
life	人生	人生の目的に対する疑問は無限といってよいほどにしばしば提出されてきているが、 ついぞ満足できるような答えが与えられたことはない。 また、そのような答えはおそらく決して許されないものなのだろう。	フロイト
life	人生	人生は一頭の馬である。軽快なたくましい馬である。 人間はそれを騎手のように大胆に、しかも細心に取り扱わなければならない。	ヘルマン・ヘッセ
life	人生	安全な道を求める人は、 痛みを与えることのない義手義足に取り替えるために 自分の手足を切り離す人みたいなものである。	ヘンリー・ミラー
life	人生	わたしの人生をわたしはコーヒースプーンで測ってきた。	エリオット
life	人生	人生は、私たち一人一人が、それぞれの目を通して見ている映画です。 そこに何が起こっているのか、ということは大した違いはありません。 それをどのように受け取るかが重要なのです。	デニス・ウェイトリー
life	人生	私たちは他人を愛して生涯の半分を過ごし、 他人の文句を言って残りの半分を過ごす。	ジューベール
life	人生	深海にいきる魚のように自ら燃えなければどこにも光はない。	明石海人
life	人生	人間がこの世に存在するのは、 金持ちになるためでなく、 幸福になるためである。	スタンダール
life	人生	問題なのは人生ではなく、人生に対する勇気だ。	サー・ヒュー・ウォルポール
life	人生	僕は自分がなぜ生きていなければならないのか、 それが全然わからないのです。	太宰 治
life	人生	とにかくね、生きているのだからインチキをやっているのに違いないのさ。	太宰 治
life	人生	人生を明るいと思う時も、暗いと思う時も、 私は決して人生をののしるまい。	ヘッセ
life	人生	登山の目標は山頂と決まっている。 しかし、人生の面白さはその山頂にはなく、かえって逆境の、山の中腹にある。	吉川英治
life	人生	人は生きねばならぬ。 生きるためには戦わねばならぬ。 名は揚げねばならぬ。金はもうけねばならぬ。 命がけの勝負はしなければならぬ。	徳富蘆花
